image,text,text_someone,names,context
1005_Signs_01.12.33.590-01.12.36.962/0010.jpg,"At the other end of the table, the red lines on the baby monitor flash. Graham and his family stare at it.","At the other end of the table, the red lines on the baby monitor flash. Someone and his family stare at it.",Graham,"Merrill is staring self-consciously at his plate when Graham's hand reaches out, and tucks him in the family embrace.
Graham's body rocks as he cries.
At the other end of the table, the red lines on the baby monitor begin to flash."
1005_Signs_01.12.47.360-01.12.53.250/0007.jpg,The door to the cupboard under the stairs.,The door to the cupboard under the stairs.,,"At the other end of the table, the red lines on the baby monitor begin to flash.
Graham and his family look up and stare at.
Graham walks slowly across the polished wooden floor into the front hallway."
1005_Signs_01.12.54.486-01.12.56.536/0009.jpg,He looks at the TV set inside. It's displaying a test card.,He looks at the TV set inside. It's displaying a test card.,,"Graham walks slowly across the polished wooden floor into the front hallway.
Reaching the door to the cupboard under the stairs, pulls it open.
He looks at the TV set inside."
1005_Signs_01.13.46.414-01.13.51.537/0006.jpg,"Together, the two men hammer nails through the plank into the door frame.","Together, the two men hammer nails through the plank into the door frame.",,"Eyes still on the window, Graham sidles out of the room and closes the door.
Graham lifts up a plank and hold across the door.
Merrill taking the other end."
1005_Signs_01.13.52.876-01.13.54.305/0007.jpg,"Bo with Morgan standing at the top of the stairs behind them, watching.","Someone with Someone standing at the top of the stairs behind them, watching.","Bo
Morgan","Graham lifts up a plank and hold across the door.
Merrill taking the other end.
Together, the two men hammered nails through the plank into the door frame."
1005_Signs_01.14.51.320-01.14.54.696/0007.jpg,"Bo grins at him. Crouching down, he strokes her cheek.","Someone grins at him. Crouching down, he strokes her cheek.",Bo,"He crouches down.
She shakes her head.
Bo grins at him."
1005_Signs_01.14.58.137-01.15.00.277/0007.jpg,He picks his daughter up.,He picks his daughter up.,,"Bo grins at him.
He strokes her cheek.
Graham pulls her towards him."
1005_Signs_01.15.07.096-01.15.11.443/0006.jpg,"Bo in his arms, Morgan in Merrill's, they go downstairs into the front hallway.","Someone in his arms, Someone in Someone's, they go downstairs into the front hallway.","Bo
Morgan
Merrill","Graham pulls her towards him.
He picks his daughter up.
Merrill slaps another plank across the bedroom door."
1005_Signs_01.15.11.443-01.15.16.785/0009.jpg,Graham and Merrill put the children down.,People put the children down.,Graham and Merrill,"He picks his daughter up.
Merrill slaps another plank across the bedroom door.
Bo in his arms, Morgan go downstairs into the front hallway."
1005_Signs_01.15.26.640-01.15.32.820/0007.jpg,"A wooden mantle piece stands at the far end of the room. Two China dogs sitting on it, one on each side, illuminated by the dim glow of two wall lamps above them.","A wooden mantle piece stands at the far end of the room. Two China dogs sitting on it, one on each side, illuminated by the dim glow of two wall lamps above them.",,"Graham and Merrill put the children down.
They stop and listen.
They all stare in the direction of the barking beyond the wooden mantle piece which stands at the far end of the room."
1005_Signs_01.15.53.110-01.15.55.870/0001.jpg,He and Merrill exchange anxious glances.,He and Someone exchange anxious glances.,Merrill,"Two China dogs sitting on it, one on each side, illuminated by the dim glow of two wall lamps above them.
Graham's eyes dart nervously around.
His fingers tightening on Bo's shoulders in front of him."
1005_Signs_01.16.45.436-01.16.52.370/0012.jpg,They stare petrified down the hallway and into the kitchen towards the backdoor.,They stare petrified down the hallway and into the kitchen towards the backdoor.,,"They looked towards a boarded up window to the right of the mantle piece, their gaze passes across the fireplace as they turned to follow the noises.
Shadows flit across the slit of moonlight between two planks across the window on the left of the mantle piece.
Slowly, the family turns to watch the figures block out the soft light, diffusing through the gaps between the boards on another window at the front of the house."
1005_Signs_01.16.52.370-01.16.59.465/0008.jpg,"The front door, one plank nailed across the frame halfway up.","The front door, one plank nailed across the frame halfway up.",,"Shadows flit across the slit of moonlight between two planks across the window on the left of the mantle piece.
Slowly, the family turns to watch the figures block out the soft light, diffusing through the gaps between the boards on another window at the front of the house.
They swing around and stare petrified down the hallway and into the kitchen towards the backdoor."
1005_Signs_01.18.09.368-01.18.13.000/0003.jpg,"Kneeling down in front of the frightened boy, Graham smiles lovingly as a tear falls from Morgan's eyes.","Kneeling down in front of the frightened boy, Someone smiles lovingly as a tear falls from Someone's eyes.","Graham
Morgan","The doorknob turns.
Morgan starts to back away.
Graham looks around and puts a comforting hand on Morgan's shoulder before kneeling down in front of the frightened boy."
1005_Signs_01.18.16.650-01.18.21.975/0005.jpg,"Merrill stares wearily up the staircase, climbing the first two steps.","Someone stares wearily up the staircase, climbing the first two steps.",Merrill,"Morgan starts to back away.
Graham looks around and puts a comforting hand on Morgan's shoulder before kneeling down in front of the frightened boy.
Graham smiles lovingly as a tear falls from Morgan's eyes."
1005_Signs_01.18.23.283-01.18.31.339/0012.jpg,The unsecured hatch door in the attic.,The unsecured hatch door in the attic.,,"Graham looks around and puts a comforting hand on Morgan's shoulder before kneeling down in front of the frightened boy.
Graham smiles lovingly as a tear falls from Morgan's eyes.
Merrill stares wearily up the staircase, climbing the first two steps."
1005_Signs_01.18.36.859-01.18.40.214/0003.jpg,Green gray fingers appear underneath the front door.,Green gray fingers appear underneath the front door.,,"Merrill stares wearily up the staircase, climbing the first two steps.
He gazes in horror at the unsecured hatch door in the attic.
Merrill and Graham pulled the children down the hallway into the kitchen."
1005_Signs_01.19.07.774-01.19.11.117/0006.jpg,"Graham presses his ear against the door. His hands pushing against the door, its olive green paint peeling.","Someone presses his ear against the door. His hands pushing against the door, its olive green paint peeling.",Graham,"Morgan's terrified eyes focused on the gap at the bottom of the front door as green gray fingers appear underneath it.
Graham hurries down some stairs into the gloomy basement and slams the door shut.
Graham turns suddenly and presses his ear against the door."
1005_Signs_01.19.11.250-01.19.13.412/0005.jpg,The doorknob.,The doorknob.,,"Graham hurries down some stairs into the gloomy basement and slams the door shut.
Graham turns suddenly and presses his ear against the door.
His hands pushing against the door, its olive green paint peeling."
1005_Signs_01.19.13.852-01.19.23.324/0006.jpg,He grabs the doorknob.,He grabs the doorknob.,,"Graham turns suddenly and presses his ear against the door.
His hands pushing against the door, its olive green paint peeling.
Graham looks down at the doorknob."
1005_Signs_01.19.29.309-01.19.30.600/0005.jpg,He smashes the light bulb.,He smashes the light bulb.,,"Graham looks down at the doorknob.
He grabs it as it starts to turn and holds it tight with both hands, resting his head on the door.
Merrill spots a pickaxe."
1005_Signs_01.19.39.956-01.19.48.652/0012.jpg,Morgan turns on a torch and stares down into its bright beam.,Someone turns on a torch and stares down into its bright beam.,Morgan,"He grabs it as it starts to turn and holds it tight with both hands, resting his head on the door.
Merrill spots a pickaxe.
As he yanks it off a high shelf, he smashes the light bulb, plunging the basement into darkness."
1005_Signs_01.19.48.652-01.19.55.971/0007.jpg,Graham and Merrill pushing hard against it.,People pushing hard against it.,Graham and Merrill,"Merrill spots a pickaxe.
As he yanks it off a high shelf, he smashes the light bulb, plunging the basement into darkness.
Morgan turns on a torch and stares down into its bright beam before looking around and pointing it at the door."
1005_Signs_01.19.58.764-01.20.01.609/0009.jpg,"His back against the door, he shields his eyes from the bright beam.","His back against the door, he shields his eyes from the bright beam.",,"Morgan turns on a torch and stares down into its bright beam before looking around and pointing it at the door.
Graham and Merrill pushing hard against it, the pickaxe now firmly waged under the doorknob.
Graham turns to put his back against the door."
1005_Signs_01.20.34.010-01.20.39.685/0010.jpg,A dusty old radio on one shelf and tuns the dial on the front.,A dusty old radio on one shelf and tuns the dial on the front.,,"The light falls on Bo, crouched on the floor.
She waves lamely at Morgan.
Merrill finds another flashlight and directs its beam around the walls of the basement, illuminating old wooden shelves, supporting neatly-arranged pickling jars, bowls, ski boots, roller skates, and disordered clatter."
1005_Signs_01.21.02.904-01.21.06.674/0006.jpg,Graham pushes his hand against the door lit by Morgan's torch.,Someone pushes his hand against the door lit by Someone's torch.,"Graham
Morgan","Merrill finds another flashlight and directs its beam around the walls of the basement, illuminating old wooden shelves, supporting neatly-arranged pickling jars, bowls, ski boots, roller skates, and disordered clatter.
He spots a dusty old radio on one shelf and tuns the dial on the front.
They went around to face the door."
1005_Signs_01.21.36.586-01.21.40.995/0007.jpg,The white-headed silver torch on the ground.,The white-headed silver torch on the ground.,,"He then turns to face the others.
The pickaxe holds in place as the doors hit.
Graham stares thoughtfully at the door."
1005_Signs_01.21.59.713-01.22.01.998/0010.jpg,A dry and faded flowery hangs on a hook.,A dry and faded flowery hangs on a hook.,,"Morgan sets the white-headed silver torch on the ground and rolls it across to his father.
Merrill walks over to Graham.
Graham and Merrill move slowly in different directions, working their way around the rough stone walls."
